98596	你 不 需要 不 需要 先 在 外面 ， 我 叫 他 去 出差 的 好 吧 。	你 不 去 ， 我 不 去 了 ， 啊 。
30557	生意 一周 的 吗 ？	房产 ， 房产 ， 房产 没 房子 在 哪 ？
56354	那 你好 。	白 哥哥 。
70390	我 知道 ， 我 与 你好 ， 马上 去 其他 经理 联系 哈 。	你好 。
29707	也 不 需要 比较 。	妈 ， 啊 ， 你好 。
71942	嗯 好像 没有 。	嗯 没有 谢谢 。
27270	八 。	我 。
76165	不 需要 。	会 ， 玩儿 。
88472	其实 你 喜欢 规划 。	王 。
61853	那 你 叫 我 小楠 给我发 短信 ， 我 叫 你 老师 的 了解 。	二 。
94165	那 不用 了 ， 谢谢 啊 ， 我 。	如果 你 觉得 是 哪 公司 呀 ？
98071	一 ， 啊 ， 不要 。	倒班 呀 。
101466	你们 哪个 公司 ？	有 疙瘩 ， 怎么 去 跟 你 那边 又 有 什么 条件 呢 ？
70555	我 说 你 心血管 药 怎么样 ？	为 。
29490	而 不 需要 ， 谢谢 ， 啊 。	哟 。
47879	不要 慌 ， 要 。	我 这种 情况 你 会 给 我 回个 电话 吗 ？ 有 这个 必要 吗 ？ 我 什么 都 没有 啊 ， 你 敢 打个 钱 给 我 吗 ？
80675	不让 。	不 需要 不 需要 。
83823	我 这边 缺口 稍 有点 大 ， 大概 要 5 到 60 万 。	喂喂 ？
63709	能量 。	让 。
60441	我 没有 。	嗯 宝贝 ， 被 。
23539	没有 还 没有 过 。	啊 。
92215	快快 美女 。	为 。
71640	你 。	保养 。
35467	自动 不 重视 将会 是 哪位 ？	把 你好 。
20999	嗯 ， 他 那个 是 ， 你 这个 短期 是 多少 钱 ？	无 。
47994	那 别人 的 老婆 睡觉 。	我 不 需要 啊 。
82958	打 ， 你 的 英语翻译 。	我 不用 给 我 。
541	我 也 不 需要 。	哇 。
92520	我 我 不 需要 ， 需要 再说 嘛 。	你 。
67324	去看房 。	有点 远 ， 好 。
22529	时间 太短 了 ， 再 短 了 。	打扰 。
55988	你哥 在 忙 什么 呢 ？ 怎么 ？	打 的 。
22060	哎 呦 。	哪里 呀 ？
52721	我 不 需要 贷款 ， 给 你 说 。	对 了 ， 电影票 帮 我 看 一下 啊 。
72847	银行 方面 的 还是 私人 还是 公司 ？	打开 。
5097	你 算算 我 问 你 的 平台 叫 什么 名字 啊 。	我 都 没 弄 ， 啊 。
76895	哦 ， 现在 我 不 需要 。	来电 ， 给 。
12517	没有 啊 。	弄 房子 干什么 ？
91547	我 需要 爱 。	为 。
26226	你 。	为 。
98730	偶尔 听听 还 傻 ， 呆 着 呢 不太高 了 。	嗯 哼 ， 我 就 想 问问 你们 ， 海南 贷到 多少 ？
63119	哪里 ？	幺 。
74378	嗯 没有 。	一 ， 位置 ， 关键 在 哪里 ？
16297	你好 。	玩 一下 不行 啊 。
30901	俺 现在 在 那天 吃饭 ， 不 需要 去 拜拜 ok 吗 ？	我 在 那点 。
72470	嗯 好 的 。	我 自己 做 银行 的 。
79611	你 那个 。	哦 ， 你 妈 知道 我 在 忙 ， 明天 打电话 吧 ， 明天 给 你 打 ， 给 你 打电话 给 他 。
64956	哦 你 自动化 操作 活动 里面 其他 还是 哪里 ？	你 说 了 。
67701	嗯 ， 你 那里 分 多少 期 啊 。	上班 啊 。
39170	跟我走 最 好看 ， 建筑 。	干妹 。
24397	俺 没有 。	哪里 ？
44957	啊 。	你 哪 地方 呢 ？
67535	嗯 那个 ， 比 房子 哟 ， 由于 这 几天 过 。	那 哪儿 。
50409	好 的 。	知道 是 谁 呀 ？
25936	我 不 需要 。	愿意 讲 。
1091	魔力 啊 。	单位 。
14713	啊 ， 你 说 。	您好 。
73961	我 没有 。	另 一位 ， 啊 。
89809	能 把 钱 收 了 。	说话 。
33546	买个 给 我哥 ， 怎么 怎么 贷款 。	我 不要 贷款 ， 世界 的 人 。
70868	我 给 你们 这个 但 信用卡 是 吧 。	i 。
50260	英俊 我们 没有 故事 。	哦 ， 没 时间 跟 你 聊 。
62783	刚刚 。	我 现在 没有 空 ， 啊 ， 忙 。
24254	哦 ， 你 是 哪里 的 ？	哦 不 需要 啊 。
44330	哦 ， 你 也 不 清楚 要 什么 了 。	我 打电话 嗯 。
98751	不 需要 了 。	背 你好 。
68544	那 你 说 什么 ？ 就是 什么 ？	外汇 。
53690	嗯 哈哈 。	嗯 你好 ， 为 ， 为 ， 为 。
33820	我 可以 陪 你 。	hr 。
23725	嘛 。	我 想 问 。
45094	别人 评论 ， 我 怎么 教 你 呢 ？	换位 。
94617	他 不要 不要 的 。	哦 ， 你 让 我 去 死 啊 。
85247	不 需要 谢谢 。	那位 。
67240	不是 你 过 一会 打 一个 ， 我 现在 在 上班 ， 行 吗 ？	额 。
88411	嗯 ， 需要 你们 做 什么 东西 了 ？	那 讲个 吊 。
77712	吃瓜 。	爱 你好 累 。
77391	应该 是 没有 ， 我 几乎 都 花 了 。	味淡 。
38640	你 有没有 。	嗯 哪开 呀 ？
26931	嗯 。	而 。
82774	好 的 好 的 。	昨天 连续 15 次 征信 逾期 可以 办 了 。
74368	不用 了 谢谢 ！	哦 我 没有 看 时间 。
95789	我 不 需要 贷款 ， 听 了 吗 ？	医疗 美容 学校 没有 。
1372	没有 学校 。	一边 。
38367	你 。	讨论 。
45100	不 找 我 了 。	嗯 我 听到 。
29949	有 逾期 啊 。	因为 你 说 。
96167	要 不要 。	我 都 要 上市公司 。
74312	不 需要 不 需要 睡觉 。	茫然 。
43694	我 从来不 贷款 。	嗯 不 需要 啊 。
48252	不用 。	王王 ， 王 。
12825	用 不用 把 我 电话 ， 现在 不要 了解 我 ， 我 很 忙 ， 我 很 忙 。	你们 没有 一个 人能 带给 我 。
35090	我 不 需要 。	老公 。
43058	我 这里 是 不 需要 。	嗯 ， 你好 。
2188	美女 ， 我们 好像 不 加班 。	因为 你 没有 。
42309	我 。	我 特别 感动 ， 我 不 知道 这 东西 太贵 ， 他 不 懂 ， 你 给 我 好多 人 打电话 给 我 。
90950	我 不 需要 不 需要 啊 需要 的 时候 再 给 你 打电话 也 行 啊 。	哎 。
3902	拜拜 大哥 。	爱 你好 在 哪里 ？
76203	鸟 。	哎 ， 为 。
99016	在 。	把 。
73619	说 什么 事 ？ 什么 事 ， 现在 公司 。	嗯 ， 明天 不想 在家 带 小孩 。
83632	没有 。	嗯 。
61172	倒 不用 啦 谢谢 。	嗯 ， 没有 去学 了 。
47642	你 去 啊 。	哦 现在 不 需要 。
17518	呜 呜呜 呜呜 呜呜 。	乌龟 打屁 。
78927	好 。	你别 那样 说 。
85144	好 ， 你 微信 多少 啊 ？	你 拿 着 啦 。
27711	期限 是 多少 时间 是 多少 多长时间 ？ 就 比如说 第一次 拿到 这 款项 的 时候 ， 需要 多长时间 才 还 。	哦 你好 。
50358	我 的 咪咪 ， 你 是不是 去 ？ 叫 我 把 这 两天 下来 又 要 给 你 汇钱 了 ？ 看 他 在 那 借钱 ， 是 吧 ？	银行贷款 。
89713	还好 吧 ？	而 。
88983	百毒不侵 哦 。	为 。
85985	我 不 需要 谢谢 。	我 。
76627	不是 我 说 有 什么 要求 ， 不是 操作 啊 。	俺 那个 不 需要 了 。
20132	哪里 呀 ？	我 不要 不要 动 。
53145	哦 挺 远 。	嗯 。
72428	那 清楚 。	按摩 哪里 ？
71376	嗯 ， 这个 有 一个 就 只有 六天 。	哪 一点点 ？
78987	用 。	哦 在 上班 没 烦恼 ， 为防 公司 。
71165	您 什么 公司 呢 ？	有 ， 六套 房产 的 。
4818	怎么样 ？	我 感觉 你 现在 跟 你 明天 有 什么 好友 还 在 上班 啊 ？ 下班 啦 。
51107	是 啊 。	一 。
92773	我 没有 发 信息 了 ， 哟 。	我 不 需要 。
71120	我 不 需要 了 。	你好 。
80553	那 你 等 一下 再说 吧 ， 我 的 给 我 。	额 。
90212	你 没有 这个 app 吗 ？ 我 。	嗯 好 。
56665	人 ， 别 再说 啥 了 ？ 呢 ？ 没空 ， 我 。	不 需要 贷款 公司 贷款 买车 贷款 。
90769	而 不 需要 哦 。	安静 ， 等 你 ， 建筑 。
74520	嗯 ， 我 听听 就 打 你 一顿 。	爱 。
82770	为 ， 需要 呀 。	那个 信息 ， 我 不 需要 。
10869	老公 。	我 知道 ， 我 不 需要 。
73039	没有 没有 。	俺 没有 时间 啊 。
67421	有 。	没有 ， 讲 。
43840	他 没有 没有 。	骨感 是 不 需要 地铁 。
43968	好 吧 ？	武功 。
81911	不用 改 不用 改 。	你 太 夸张 了 吧 。
65295	嗯 。	我 知道 啦 。
64503	不 需要 谢谢 。	为了 。
93271	嗯 谢谢 啦 。	老魏 。
11370	没有 过 。	好 了 。
58021	那 你好 。	有 3323358 块钱 ， 俺 来 啦 。
32491	你 睡觉 了 ， 这 倒霉 啊 。	五 ， 会 ， 嗯 。
70763	2 号 公寓 。	把 墓园 没有 呗 ？
29628	嗯 好 的 老公 。	嗯 哪里 。
10573	哦 那 就是 我 暂时 没有 信用卡 ， 别的 没有 考虑 做 考虑 ， 你 那 不行 了 。	跟 你 说 。
28070	我 。	我 也 不 需要 ， 不 需要 我 了 。
94111	嗯 ， 你 是 那个 代理 便宜 行 吗 ？ 怎么 说 ？	什么 。
57439	我 不 需要 不 需要 。	你们 在 哪 的 。
48784	来 宝贝 哟 。	嗯 ， 现在 不 需要 考试 过 ， 再说 吧 。
24062	对 啊 ， 要 搞过去 搞 半天 又 用 又 搞 ， 不到 一年 都 拿 不到 衣服 ， 还 以为 你 这么 远 ， 还 搞 死 人 了 都 还 人家 。	你 是 哪家 ？ 银行 的 ？
3362	贷款 二三十万 拿 什么 抵押 ？ 还是 说 要 怎么样 ？	那位 。
62300	哦 ， 我 知道 了 ， 不用 睡觉 了 。	把 战神 ， 不 需要 赔偿 。
56012	嗯 ， 感觉 这个 倒 是 多长时间 了 ， 你们 。 忘记 了 。	不要 。
11246	要 。	老爷 。
15592	不用 不用 了 ， 肯定 不要 啊 。	微微 。
61738	老婆 要 不要 。	我 不 需要 了解 我 在 这个 大学 有 多少 人 ， 叫 你 在 干什么 呢 ？ 我 又 不 懂得 珍惜 你 的 时间 。
50172	嗯 好 ， 明天 再 联系 吧 ， 今天 没 时间 ， 我 让 你 随便 搞 。	二 你好 。
70656	问 你 怎么 做人 啊 ？	女儿 。
41385	啊 。	嗯 ， 不 可以 ， 不 可以 ， 但 不 需要 不 需要 了 。
47679	没有 没有 没 信号 。	包得 好好 的 。
40071	不 需要 。	我 想 问 你 ， 美国 。
34010	嗯 不 需要 啊 。	你 是 哪家 ？ 银行 ？
89367	你好 。	房产 。
35285	要 微信 说 吧 。	那 。
55674	你 摇 了 。	说 。
25088	你 说 啊 。	邀请 你 哦 。
63383	把 那个 再说 再说 吧 。	我 不 需要 谢谢 。
69645	怎么 联系 呢 。	imissyou 。
67870	嗯 哪个 品牌 ？	在 哪里 ？
98999	没有 。	你 不是 ， 贷款 需要 ， 你 能 给 我 贷 多少 ？
35381	啊 。	要 。
84160	那 你好 。	嗯 嗯 ， 你 在 微信 吧 。
7411	我 可以 了解 一下 。	嗯 什么 事 ？
39924	我 。	二玲 。
32333	哪个 。	你好 。
83608	要 不要 不要 。	而 这个 老公 呢 。
675	他 是 谁 ？	我 ， 啊 。
100999	我 真的 很 不 懂 。	嗯 。
45586	我操 ， 你 可以 跟 我 讲话 吗 ？	我 。
41107	安排 有没有 。	为 。
43855	那 我 就 不 需要 了 ， 谢谢 ！	那位 。
42390	怎么办 呢 。	对 。
9269	哪位 ？	大 你好 。
61196	嗯 没有 。	为 您 具体 怎么 做 啊 ？ 我 女儿 。
88046	一 。	哇 。
58735	这种 。	来 。
51381	哎 呦 。	不 需要 。
15214	嗯 ， 那 就 这样 了 。	那 你 说 说 吧 。
52999	那 你们 的 利率 是 怎么 ？ 对 了 ？	什么 ？ 玩 ？
5632	我 相信 。	那个 。
22188	我 知道 自己 的 。	老鸭 。
81578	如果 我 是 一个 长相 比较 像 ， 不 需要 生活 。	哦 。
23667	我 想 他 怎么办 ？	那 我 就是 做 这行 吧 ， 这样 。
35273	在 香港 要 黄金 黄金 了 。	嗯 好想你 好 ， 想要 下载 两千 给 他 。
78263	有 我 给 你 女儿 找 的 很 。	爱 那里 。
28787	哦 不用 了 。	现在 。
26751	没有 信号 不好 ， 可能 要 问 我 ， 等等 ， 再 打 。	给 。
23034	嗯 哦 。	不得 ， 飞机 ， 都 跟 你们 几个 鬼 一样 。
10964	啊 。	哦 你 是 女生 。
19225	啊 。	哦 哦 没有 。
11544	我 知道 ， 你 说 吧 。	你家 有 什么 事 啊 ？
12606	有 app 吗 ？ 有 软件 吗 ？	那 两个 啊 。
53188	嗯 还好 吧 。	你 那边 是 信用贷款 还是 抵押 贷款 ？
49012	你好 。	上班 。
23954	打个 电话 呀 ， 你 跟 我 说 一下 。	哥哥 。
58128	我 不是 啊 。	好 的 ， 为 。
15794	你好 。	恩 呢 呗 。
30430	要 不 小心 点 。	你 不用 推荐 ， 我 不 说 毛 进去 ， 没有 这个 需求 ， 如果说 你 说 可以 把 资料 发过来 ， 我接 你 去 吧 ， 但是 我 现在 算 。
39870	打 掉 一个 有 凭证 的 。	家 。
60079	啊 。	那 不 需要 不 需要 你 。
56528	不了 。	我 就是 做生意 呀 。
20938	我 不要 。	女人 上班 。
28999	我 。	我 不 需要 不 需要 。
41685	啊 。	好 的 好 的 好 的 现金 啊 。
15270	哪个 公园 啊 ？	不 需要 不 需要 。
19866	把 导航 的 嗯 。	略 。
82656	女儿 。	打个 滚 ， 滚 。
82801	有事 尽管 对 ， 没空 来讲 怎么样 ？	你 不 需要 不 需要 。
5730	老规矩 多少 ？	王 。
2579	哎 。	月 。
76384	哦 是 的 。	嗯 给 我 。
84808	帮 我 打电话 。	晚上 你们 的 电话 都 哪来 的 ？ 不 应该 打 这个 电话 ， 接 一个 电话 。
3420	你 都 忘 了 。	啊 。
23842	啊 ， 梦 。	背书 。
38307	是 啊 。	行 。
21654	恩有 啊 。	嗯 。
58337	五 没有 。	你 在 电脑前 我 就 还给 你 打电话 ， 你 接电话 。
102163	哦 哦 ， 你 不 懂 吧 ？	男人 。
3808	我 自己 放高利贷 的 ， 我 还有 钱 。	嗯 在 。
94651	哪里 ？	里面 那个 ， 随便 什么 东西 啊 ？
6451	嗯 。	女 的 人 啊 ， 在 忙 吗 ？
27609	嗯 。	嗯 不是 事实 。
42920	哦 我 需要 啊 。	没有 。
85438	不用 了 不用 了 。	那边 。
94361	嗯 上班 ， 上班 什么 ？ 因为 我 跟 你 拼 了 一 单音节 ， 很 性感 ， 等 不到 的 。	上班 的 我 去 了 ， 不要 贷款 呀 。
90383	我 没有 工作 。	m 。
58931	别带宝 ， 我 没有 妹妹 啊 。	而 你好 。
89278	晚上 。	没有 没有 没有 。
703	没有 。	嗯 。
92880	电话 。	安阳 。
22002	嗯 ， 明天 有事 ， 等 下 给 我 了 吗 ？	为 你好 。
13863	这是 咋啦 。	有 。
67152	我 。	嗯 ， 都 没有 ， 怎么办 啊 ？
57058	哈哈哈哈 ， 不 。	嗯 哼 。
22630	据 记载 。	但是 不 知道 做 什么 ， 白 。
79621	需要 抵押 。	嗯 嗯 ， 我 马上 也 可以 做 我 代理 公司 ， 我 没事 学 裁剪 和 贷款 都 可以 做 的 。
98285	我要 信用卡 不 贷款 ， 知道 吗 ？	我 等会儿 吧 ， 现在 忙 。
35532	要是 一个 礼拜 两个 礼拜 ， 张 强子 都 给 我 规划 几点 了 ？ 还 环境 。	你 那边 。
93366	我 又 过年 了 ， 不想 动 ， 怎么 行 啊 ？ 电话 给 我 。	我 不 需要 。
92024	哦 不 说 不 说 谢谢 。	日 你 晚上 再 怎么 贷款 呀 ？ 贷款 ， 我要 不要 你 打 不 打 ？ 烦死 了 ， 晚上 打麻将 了 。
82317	他 没有 。	你好 ， 凶 。
60930	我 有 QQ号 ， 你 直接 加 我 微 信号 加 我 QQ 。	慢慢儿 。
1806	不 需要 好玩 。	我 不 需要 抵押 ， 的 。
63448	怎么办 ？	俄 不 知道 。
37828	把 。	为 。
58102	不 需要 的 ， 不 需要 。	嗯 不 需要 。
10793	三 。	我 知道 你 这 是 苏州 的 ， 知道 吧 ？
16861	帮 我 可能 过 几天 会 有 吗 ？	为 。
14100	我 不 用来 。	让 。
101008	打 ball ， 对 啊 ， 不用 啊 。	暗黑 。
20163	你 是 什么 东西 ？	您 是 哪里 ？
9591	嗯 没有 。	你 是 平安 银行 。
93877	二 没有 啊 ？	这个 蛋 。
9001	俺 没有 妹妹 。	什么 事 啊 ？
34680	不 需要 。	你 。
48103	好 ， 可以 可以 就是 跟 这个 借贷 宝 还是 给 你 点 到 要 买 无忧 。	有 这个 服务 ， 你 看看 ， 怎么样 ？
43904	那好 了 。	我 想 。
43691	喂 你好 。	二 。
53097	的 。	要 不 明天 给 我 打电话 吧 ， 我 现在 有事 了 。
51729	嗯 嗯 。	爱 你好 你好 哪位 ？
33043	诺基亚 。	我会 ， 嗯 。
87307	我 不介意 。	为 。
41380	我 不 需要 谢谢 。	八八 ， 3442 。
87226	你 看好 吗 ？	嗯 ， 我 现在 还 不 需要 利息 ， 多少 。
40548	你 要 不要 不要 。	为 。
57990	没有 。	我 不 需要 啊 。
76136	而 这个 没有 需要 。	嗯 ， 那 我 不 知道 我 工作 那里 ， 我 还 没 问 。
93299	把 没有 发出 去 。	不 。
9488	很 好 。	l 。
79412	你好 。	你好 。
43776	有 啊 。	一 ， 哎呀 ， 为 ， 问 他 。
37757	啊 你 说 。	你们 到时候 单位 新版 有 需要 了 再 找 你 吧 ， 现在 在 上班 ， 没 时间 给 你 。
92479	医保 没有 解决 。	永别 。
98036	我 ， 你 我 。	我 。
21333	我 现在 不用 了 ， 姐姐 ， 不用 了 ， 谢谢 。	二甲 。
9569	有 。	现在 办 不了 ， 现在 我 在 老家 呢 。
93580	不 需要 不 需要 。	上班 。
36961	什么 啊 ？	有车 。
89734	我要 讲 一下 ， 明天 就 不能 接 ， 不是 简单 过头 了 。	哦 ， 那 拨 我 的 号码 ， 你 是 怎么 知道 的 啊 ？
88526	那么 高 的 呀 。	嗯 。
82852	嗯 ， 你 说 卖 了 我 一点 都 没 听懂 ， 哪个 公司 我 都 没 听 清 。	安安 。
20000	我 暂时 没有 啊 。	我 在 网 店里 去 了 大连 吗 ？
76735	嗯 ， 我 知道 知道 ， 我 知道 ， 我 说 的 他 加 我 微信 。	我 没有 ， 没有 骗 你 呢 ， 嗯 么 晚安 。
80723	没有 什么 。	五 。
65559	哟 。	五 。
28759	那 你 有 多少 钱 ？	哇 。
23242	嗯 良好 。	爱 。
27506	我 。	方便 。
39719	喂 你好 。	哦 哦 ， 你好 ， 哪位 ？
99223	我 看 你 还 没 介绍 你 自己 ， 哦 。	啊 ， 我 叫 了 个 车往 公寓 接 ， 我 还 没 拿来 呢 。
74647	哦 。	你 。
10639	我 不 需要 你 。	玩 。
73796	嗯 好 ， 到时候 去 那里 拍 一下 ， 发个 信息 ， 我 吧 ， 他 不 需要 的 可以 打 给 你 一下 ， 好 了 。	哦 。
62977	不用 了 吧 ？ 不用 回 了 ， 我 在 忙 呢 。	哎 你好 。
23892	哦 清楚 。	不 需要 抵押 ， 好 点子 。
14593	哦 ， 嗯 ， 给 你 的 是 什么 品牌 呢 ？	哪位 啊 ？
25642	那 可以 给 。	那里 。
66290	哦 。	为 。
47790	我要 。	百度 。
70549	没有 。	而 ， 为什么 以前 我 觉得 。
84957	哦 ， 不好意思 ， 我 不 相信 耶 ， 呵呵 。	为 。
99672	我 我 就是 一个 车位 ， 一个 不值钱 的 尊严 ， 全把 它 给 我 听 他 的 。	我 。
34906	你 农历 生日 怎么 算 的 ？	你 干嘛 来 呀 ？
71075	那 你 这个 费用 是 我 一次性 交齐 还是 平方 的 ？ 每个 月 。	都 没有 ， 都 没有 了 。
43901	嗯 ， 那 你 咋 去 下 这个 app 了 ？ 孩子 。	对 不 对 ？
51639	我 不 需要 啊 。	上班 。
100732	我 不用 陪 ， 我 暂时 不用 。	改天 。
71355	而 你 在 哪里 ？	我 不 需要 不 需要 不 需要 。
48121	安亭 。	而 不 需要 不 需要 ， 我 是不是 可以 把 你 带坏 ， 不好意思 。
351	啊 ？ 你们 能待 多少 年 呢 ？	俺们 怎么 去 啊 。
2600	没有 。 啊 。	嗯 。
21014	还有 。	我 不 需要 谢谢 。
55857	这个 我 知道 ， 但是 现在 我 不 需要 了 呀 ， 我 也 用 过 ， 我 的 工作 什么 都行 啊 。	嗯 ， 这个 我 现在 正在 谈时 ， 我 有空 给 你 回个 电话 ， 行 吧 ？ 喂 。
28664	鸟儿 。	怎么 。
87250	没有 。	嗯 什么 呀 ？
52242	接待 好 没有 ？	偶尔 。
33204	没有 啊 。	俺 现在 不 需要 了 ， 啊 。
53261	一日游 。	没有 。
53130	哦 ， 电话 。	那个 。
167	我开 货车 的 。	你 是不是 安慰 。
9013	有过 ， 就是 相信 有过 一个 与其 然后 到 最后 全部 关心 了 ， 嗯 其他 的 没有勇气 。	认为 。
61732	哥哥 没有 。	我 的 电话 ， 没 来 学校 ， 啊 ， 啊 ， 呀 。
17374	没有 。	哦 我 不 ， 不办 贷款 啊 ， 别挂 啊 。
41578	哦 ， 我 这边 这会儿 到时候 电话 ， 我 现在 在 外地 。	哎 。
82814	千个 梦到 你 的 子宫 。	那边 也 没有 。
96592	没有 啊 谢谢 ！	为 。
76366	那 月 。	让 。
19752	良好 的 。	我们 不 习惯 用 银行 的 钱 ， 喜欢 用 自己 歌唱 的 。
63077	没有 逾期 担保 ， 全部 带去 订 蛋糕 。	忘 了 报警 。
